Character,Sentence,movie_number,identified_spells
Dumbledore,"Second, to Mr. Ronald Weasley, for the best played game of chess that Hogwarts has seen these many years...50 points. ",film 1,
Dumbledore,"And third, to Mr. Harry Potter, for pure nerve and outstanding courage, I award Gryffindor house 60 points. ",film 1,
Hermione,We're tied with Slytherin!,film 1,
Dumbledore,"And finally, it takes a great deal of bravery to stand up to your enemies, but a great deal more to stand up to your friends. ",film 1,
Dumbledore,I award 10 points to Neville Longbottom.,film 1,
Dumbledore,"Assuming that my calculations are correct, I believe that a change of direction is in order. ",film 1,
Dumbledore,Gryffindor wins the House Cup!,film 1,
Hagrid,Yes!,film 1,
Seamus,Yeah! We won!!,film 1,
Hagrid,"Come on now, hurry up. You'll be late. ",film 1,
Hagrid,Train's leaving. ,film 1,
Hagrid,Go on. Go on. Come on. Hurry up.,film 1,
Hermione,"Come on, Harry.",film 1,
Harry,One minute. ,film 1,
Hagrid,"Thought you were leaving without saying good-bye, didja? ",film 1,
Hagrid,This is for you.,film 1,
Harry,"Thanks, Hagrid. ",film 1,
Hagrid,Oh. Go on...on with you. ,film 1,
Hagrid,"Oh, listen, Harry, if that dolt of a cousin of yours, Dudley, gives you any grief, you could always, um, threaten him with a nice pair of ears to go with that tail of his.",film 1,
Harry,"But Hagrid, we're not allowed to do magic away from Hogwarts. You know that.",film 1,
Hagrid,"I do. But your cousin don't, do he? Eh? Off you go.",film 1,
Hermione,"Feels strange to be going home, doesn't it?",film 1,
Harry,I'm not going home. Not really.,film 1,
HARRY ,"I can’t let you out, Hedwig. ",film 2,
HARRY ,I’m not allowed to use magic outside of school. ,film 2,
HARRY ,"Besides, if Uncle Vernon…",film 2,
VERNON,Harry Potter!,film 2,
HARRY,Now you’ve done it.,film 2,
PETUNIA,He’s in there. Vernon...,film 2,
UNCLE VERNON,"I’m warning you, if you can’t control that bloody bird it’ll have to go.",film 2,
HARRY,But she’s bored! ,film 2,
HARRY,If I could only let out for an hour or two,film 2,
VERNON,"Huh, huh! So you could send secret messages to you freaky little friends. No, sir!",film 2,
HARRY,But I haven’t had any messages from any of my friends... not one… all summer.,film 2,
DUDLEY,Who’d want to be friends with you?,film 2,
UNCLE VERNON,I should think you’d be a little more grateful. ,film 2,
UNCLE VERNON,"We’ve raised you since you were a baby, given you the food off our table, even let you have Dudley’s second bedroom, purely out of the goodness of our hearts.",film 2,
AUNT PETUNIA,"Not now, Pupkins. For when the Masons arrive.",film 2,
UNCLE VERNON,Which should be any minute! ,film 2,
UNCLE VERNON,"Ahem...Now let’s go over our schedule once again, shall we? ",film 2,
UNCLE VERNON,Petunia when the Masons arrive you will be...?,film 2,
AUNT PETUNIA,"in the lounge, waiting to welcome them graciously into our home.",film 2,
UNCLE VERNON,"Good! And- and Dudley, you will be...?",film 2,
DUDLEY,I’ll be waiting to open the door!,film 2,
UNCLE VERNON,Excellent! ...And you...?,film 2,
HARRY,"I’ll be in my bedroom, making no noise and pretending that I don’t exist.",film 2,
UNCLE VERNON,"Too right, you will. ",film 2,
UNCLE VERNON,"With any luck, this could well be the day I make the biggest deal of my career. ",film 2,
UNCLE VERNON,And you will not mess it up!,film 2,
UNCLE VERNON,Mr. and Mrs. Mason! Do come in!,film 2,
DOBBY,"Ha- ha- ha! Ha, ha! Ho, ho, ho! Ha, ha! ",film 2,
DOBBY,Harry Potter! Such an honor it is!,film 2,
HARRY,Who are you?,film 2,
DOBBY,"Dobby sir, Dobby the house elf.",film 2,
HARRY,"Not to be to be rude or anything, but this isn’t a great time for me to have a house elf in my bedroom.",film 2,
DOBBY,"Oh, oh yes, sir! Dobby understands! ",film 2,
DOBBY,"It’s just that, Dobby has come to tell you- it is difficult, sir",film 2,
DOBBY, Dobby wonders where to begin?,film 2,
HARRY,Why don’t you sit down?,film 2,
DOBBY,S-sit down? S-sit- sit down? ,film 2,
DOBBY,"Oh, oh, ho. Oh, ho, ho... Oh, ho, ho.",film 2,
HARRY,"Dobby, ssh! I’m sorry! ",film 2,
HARRY,"I didn’t mean to offend you, or anything.",film 2,
DOBBY,Offend Dobby? ,film 2,
DOBBY,"Dobby has heard of your greatness, sir, but never has he been asked to sit down by a wizard, like an equal.",film 2,
HARRY,You can’t have met many decent wizards then.,film 2,
DOBBY,"No, I haven’t. ",film 2,
DOBBY,That was an awful thing to say. ,film 2,
DOBBY,Bad Dobby!,film 2,
HARRY,"Stop, Dobby!",film 2,
DOBBY,Bad Dobby!,film 2,
HARRY,"Dobby, shh!",film 2,
DOBBY,Baaad Dobby!,film 2,
HARRY,"Dobby, please stop!",film 2,
UNCLE VERNON,"Ohh, don’t mind that! ",film 2,
UNCLE VERNON,It’s just the cat.,film 2,
DOBBY,Bad Dobby. ,film 2,
DOBBY,Bad Dobby!,film 2,
HARRY,"Stop! Stop, Dobby. ",film 2,
HARRY,Please be quiet! ,film 2,
HARRY,Are you all right?,film 2,
DOBBY,"Dobby had to punish himself, sir. ",film 2,
DOBBY,"Dobby almost spoke ill of his family, sir.",film 2,
HARRY,Your family?,film 2,
DOBBY,"The wizard family Dobby serves, sir. ",film 2,
DOBBY,Dobby is bound to serve one family forever. ,film 2,
DOBBY,If they ever knew Dobby was here...ooh... ,film 2,
DOBBY,But Dobby had to come. ,film 2,
DOBBY,Dobby has to protect Harry Potter- to warn him. ,film 2,
DOBBY,Harry Potter must not go back to Hogwarts School of Witchcraft and Wizardry this year! ,film 2,
DOBBY,"There is a plot, a plot to make most terrible things happen.",film 2,
HARRY,What terrible things? ,film 2,
HARRY,Who’s plotting them?,film 2,
DOBBY,Ooo... er... can’t... say... argh...,film 2,
HARRY,Ok– I- understand. You can’t- say.,film 2,
DOBBY,"Don’t make me talk, I— Errr...",film 2,
HARRY,"Dobby! Dobby, put the lamp down.",film 2,
DOBBY,Bad Dobby.,film 2,
HARRY ,Give me the lamp! Dobby stop!,film 2,
DOBBY ,Let me go!,film 2,
HARRY ,"Get in there, and keep quiet!",film 2,
UNCLE VERNON ,What the devil are you doing up here?,film 2,
HARRY ,I- I was just—,film 2,
UNCLE VERNON ,You just ruined the punch line of my Japanese golfer joke!,film 2,
HARRY ,Sorry.,film 2,
UNCLE VERNON ,"One more sound, and you’ll wish you’d never been born, boy! ",film 2,
UNCLE VERNON ,And fix that door!,film 2,
HARRY ,"Yes, sir... See why I’ve got to go back? ",film 2,
HARRY ,I don’t belong here. ,film 2,
HARRY ,"I belong in your world, at Hogwarts. ",film 2,
HARRY ,It’s the only place I’ve got friends!,film 2,
DOBBY ,Friends who don’t even write to Harry Potter?,film 2,
HARRY ,"Well, I expect they’ve... been- hang on- ",film 2,
HARRY ,how do you know my friends haven’t been writing to me?,film 2,
DOBBY ,Harry Potter mustn’t be angry with Dobby. ,film 2,
DOBBY ,"Heh- Dobby hoped, if Harry Potter thought his friends had forgotten him, Harry Potter might not want to go back to school, sir.",film 2,
HARRY ,"Give me those, now!",film 2,
DOBBY ,No! Ahh! Ooh...,film 2,
HARRY ,"Dobby, get back here!",film 2,
HARRY ,"Dobby, please, no!",film 2,
DOBBY ,Harry Potter must say he’s not going back to school!,film 2,
HARRY ,I can’t. Hogwarts is my home!,film 2,
DOBBY ,"Then, Dobby must do it, sir, for Harry Potter’s own good. ",film 2,
UNCLE VERNON ,"...it spread as far as the eye could see, all over the floor of this vast building, and it was this deep. ",film 2,
UNCLE VERNON ,And one plumber said “Look at all that water.” ,film 2,
UNCLE VERNON ,"A-and the second plumber said, “Yes, and that’s just the top of it!”",film 2,
UNCLE VERNON ,I’m so sorry! It’s my nephew- he’s very disturbed. ,film 2,
UNCLE VERNON ,Meeting strangers upsets him. ,film 2,
UNCLE VERNON ,That’s why I kept him upstairs!,film 2,
UNCLE VERNON ,You’re never going back to that school. ,film 2,
UNCLE VERNON ,You’re never going to see those freaky friends of yours again. Never!,film 2,
RON,"Hi, Harry!",film 2,
HARRY,Ron! Fred. George. ,film 2,
HARRY,What are you all doing here?,film 2,
RON,"Rescuing you, of course. ",film 2,
RON,"Now, come on. Get your trunk!...",film 2,
RON,You’d better stand back. Let’s go!,film 2,
AUNT PETUNIA,Oh!,film 2,
UNCLE VERNON,"Now, what the hell’s he doing? Potter!",film 2,
DUDLEY,Dad! What’s going on?,film 2,
GEORGE,"Go, go, go, go!",film 2,
DUDLEY,"Dad, hurry up!",film 2,
RON,Come on.,film 2,
FRED,Come on.,film 2,
RON,"Come on, Harry! Hurry up!",film 2,
UNCLE VERNON,"Petunia, he’s escaping!",film 2,
HARRY,Ahh- ahh!,film 2,
RON,I’ve got you Harry!,film 2,
UNCLE VERNON,Come here!,film 2,
HARRY,Let go of me!,film 2,
UNCLE VERNON,"Oh no, boy! You and that bloody pigeon aren’t going anywhere!",film 2,
HARRY,Get off!,film 2,
RON,Drive!,film 2,
FRED,Right.,film 2,
GEORGE ,Right!,film 2,
UNCLE VERNON ,No! No! No! No! Aaaah!,film 2,
AUNT PETUNIA & DUDLEY  ,Aaah!,film 2,
DUDLEY ,Dad!,film 2,
UNCLE VERNON ,Oh... Damn.,film 2,
RON ,"By the way, Harry, Happy Birthday!",film 2,
FRED ,"Come on. Okay, come on. Shh! ",film 2,
FRED ,"Shh! Ok, come on. Shh! Come on.",film 2,
RON ,Do you think it’d be all right if we had some of this?,film 2,
GEORGE ,"Yeah, Mum would never know.",film 2,
RON ,"It’s not much, but it’s home.",film 2,
HARRY ,I think it’s brilliant,film 2,
MRS. WEASLEY ,Where have you been? ,film 2,
MRS. WEASLEY ,"Harry, how wonderful to see you dear. ",film 2,
MRS. WEASLEY ,Beds empty! No note! Car gone!,film 2,
MRS. WEASLEY ,You could have died! You could have been seen! ,film 2,
MRS. WEASLEY ,"Of course, I don’t blame you, Harry dear.",film 2,
RON ,"They were starving him, Mum. ",film 2,
RON ,There were bars on his window!,film 2,
MRS. WEASLEY ,"Well, you’d best hope that I don’t put bars on your window, Ronald Weasley!  ",film 2,
MRS. WEASLEY ,"Come on Harry, time for a spot of breakfast.",film 2,
MRS. WEASLEY ,Here we are Harry. ,film 2,
MRS. WEASLEY ,Now tuck in! That’s it. There we go.,film 2,
GINNY ,"Mum- Mummy, have you seen my jumper?",film 2,
MRS. WEASLEY ,Yes dear. It was on the cat.,film 2,
HARRY ,Hello. W-what did I do?,film 2,
RON ,Ginny. She’s been talking about you all summer.,film 2,
RON , A bit annoying really.,film 2,
MR. WEASLEY,"Morning, Weasleys.",film 2,
"FRED, GEORGE, RON  ","Morning, Dad.",film 2,
MRS. WEASLEY ,Morning Arthur!,film 2,
MR. WEASLEY,What a night. Nine raids. Nine!,film 2,
HARRY ,Raids?,film 2,
RON ,"Dad works in the Ministry of Magic, in the Misuse of Muggle Artifacts Office. ",film 2,
RON ,"Dad loves Muggles, thinks they’re fascinating.",film 2,
MR. WEASLEY,Well now. Aah! And who are you?,film 2,
HARRY ,"Oh, sorry sir. I’m Harry, sir, Harry Potter.",film 2,
MR. WEASLEY,Good Lord! Are you really? ,film 2,
MR. WEASLEY,"Well, Ron’s told us all about you, of course.",film 2,
MR. WEASLEY,When did he get here?,film 2,
MRS. WEASLEY ,This morning. Your sons flew that enchanted car of yours to Surrey and back last night.,film 2,
MR. WEASLEY,Did you really? How’d it go? Did you—,film 2,
"FRED, GEORGE, RON, HARRY  ","Oh, it...",film 2,
MRS. WEASLEY ,Arthur!,film 2,
MR. WEASLEY,"I mean...that was very wrong, indeed, boys. ",film 2,
MR. WEASLEY,Very wrong of you,film 2,
MR. WEASLEY,"Now, Harry, you must know all about Muggles. ",film 2,
MR. WEASLEY,"Tell me, what exactly is the function of a rubber duck?",film 2,
HARRY ,"Oh, umm...",film 2,
MRS. WEASLEY ,"Well, that’ll be Errol with the post. ",film 2,
MRS. WEASLEY ,"Oh, fetch it will you Percy, please?",film 2,
PERCY ,Errol...,film 2,
RON ,He’s always doing that.,film 2,
PERCY ,"Oh look, it’s our Hogwarts letters. ",film 2,
PERCY ,And they’ve sent us Harry’s as well.,film 2,
MR. WEASLEY,"Dumbledore must know you’re here, Harry. ",film 2,
MR. WEASLEY,"Doesn’t miss a trick, that man.",film 2,
MRS. WEASLEY ,"Oh, no.",film 2,
FRED ,"This lot won’t come cheap, Mum. ",film 2,
FRED ,The spell books alone are very expensive.,film 2,
MRS. WEASLEY ,We’ll manage. ,film 2,
MRS. WEASLEY ,There’s only one place we’re going to get all of this. ,film 2,
MRS. WEASLEY ,Diagon Alley.,film 2,
MRS. WEASLEY ,Right.,film 2,
MRS. WEASLEY ,"Here we are, Harry.",film 2,
MRS. WEASLEY ,"You go first, dear.",film 2,
RON,"But Harry's never traveled by Floo powder before, Mum.",film 2,
HARRY,Floo powder?,film 2,
MRS. WEASLEY ,"You go first, Ron, so that Harry can see how it's done. Yes.",film 2,
MRS. WEASLEY ,In you go.,film 2,
MRS. WEASLEY ,That's it.,film 2,
RON,Diagon Alley.,film 2,
MRS. WEASLEY ,"You see? It's quite easy, dear.",film 2,
MRS. WEASLEY ,Don't be afraid. Come on.,film 2,
MRS. WEASLEY ,Come on.,film 2,
MRS. WEASLEY ,In you go. That's it.,film 2,
MRS. WEASLEY ,Mind your head.,film 2,
MRS. WEASLEY ,That's right.,film 2,
MRS. WEASLEY ,"Now, take your Floo powder.",film 2,
MRS. WEASLEY ,"That's it, very good.",film 2,
MRS. WEASLEY ,"Now, don't forget to speak very, very clearly.",film 2,
HARRY,Diagonally.,film 2,
MRS. WEASLEY ,"What did he say, dear?",film 2,
MR. WEASLEY,Diagonally.,film 2,
MRS. WEASLEY ,I thought he did.,film 2,
MR. BORGIN,Mr. Malfoy! What a pleasure to see you again. ,film 2,
MR. BORGIN,"If I may, just in today --",film 2,
LUCIUS MALFOY,"I'm not buying today, Mr. Borgin.",film 2,
LUCIUS MALFOY,But selling.,film 2,
MR. BORGIN, Selling?,film 2,
LUCIUS MALFOY,"You have heard, of course, that the Ministry of Magic is conducting more raids. ",film 2,
LUCIUS MALFOY,There are even rumors of a new Muggle Protection Act...,film 2,
LUCIUS MALFOY,I have a few... ah... items at home that might prove embarrassing if the Ministry were to call.,film 2,
LUCIUS MALFOY,Certain poisons and the like...,film 2,
MR. BORGIN,Hmmm... yes. I see...,film 2,
DRACO,Can I have this?,film 2,
MR. BORGIN,"Ah, the Hand of Glory. ",film 2,
MR. BORGIN,Insert a candle and it gives light only to the holder. ,film 2,
MR. BORGIN,Best friend of thieves and plunderers. ,film 2,
MR. BORGIN,"Your son has fine taste, sir.",film 2,
LUCIUS MALFOY," Hopefully my son will amount to more than a thief, Mr. Borgin.",film 2,
LUCIUS MALFOY,Though if his marks don't pick up --,film 2,
DRACO, It's not my fault the teachers have favorites. ,film 2,
DRACO,That Hermione Granger --,film 2,
LUCIUS MALFOY,I would have thought you'd be ashamed that a girl of no wizarding family beat you in every exam.,film 2,
MR. BORGIN,It's the same all over. ,film 2,
MR. BORGIN,Wizard blood is counting for less everywhere.,film 2,
LUCIUS MALFOY,Not with me.,film 2,
LUCIUS MALFOY ,Very good. ,film 2,
LUCIUS MALFOY ,I'll expect you at the manor tomorrow. ,film 2,
LUCIUS MALFOY ,"Come, Draco.",film 2,
WITCH,"Not lost, are you, my dear?",film 2,
HARRY,"I'm fine, thank you. I was just going...",film 2,
WITCH,Come with us. ,film 2,
WITCH,We'll help you find your way back.,film 2,
HARRY, No. Please...,film 2,
HAGRID, Harry?,film 2,
HARRY,Hagrid!,film 2,
HAGRID,What do you think you're doing down here? Come on.,film 2,
HAGRID,"You're a mess, Harry. ",film 2,
HAGRID,Skulking around Knockturn Alley? ,film 2,
HAGRID,Dodgy place.,film 2,
HAGRID,Don't want no one to see you there.,film 2,
HAGRID,People will think you're up to no good.,film 2,
HARRY,"I was lost, I...",film 2,
HARRY,Hang on.,film 2,
HARRY,What were you doing down there then?,film 2,
HAGRID,Me? I was... ,film 2,
HAGRID,I was looking for Flesh-Eating Slug Repellent.,film 2,
HAGRID,They're ruining all the school cabbages.,film 2,
HERMIONE,Harry. Hagrid.,film 2,
HAGRID,"Hello, Hermione.",film 2,
HERMIONE,It's so good to see you.,film 2,
HARRY,It's great to see you too.,film 2,
HERMIONE,What did you do to your glasses?,film 2,
HERMIONE,Oculus Reparo.,film 2,"Oculus Reparo, Reparo"
HARRY,I definitely need to remember that one.,film 2,
HAGRID,"You'll be all right now then, Harry?",film 2,
HAGRID,Right. I'll leave you to it.,film 2,
HERMIONE,"Okay, bye.",film 2,
HARRY,Thank you. Bye.,film 2,
HERMIONE,"Come on, everyone's been so worried.",film 2,
MRS. WEASLEY ,Harry.,film 2,
MRS. WEASLEY ,Thank goodness.,film 2,
MRS. WEASLEY ,We'd hoped you'd only gone one grate too far.,film 2,
MAN,"Ladies and gentlemen, Mr. Gilderoy Lockhart.",film 2,
MRS. WEASLEY ,"Ohh, Here he is.",film 2,
RON,Mum fancies him.,film 2,
PHOTOGRAPHER,"Make way there, please.",film 2,
PHOTOGRAPHER,"Let me by, madam. Thank you.",film 2,
PHOTOGRAPHER,"Excuse me, little girl.",film 2,
PHOTOGRAPHER,This is for the Daily Prophet.,film 2,
LOCKHART,It can't be. Harry Potter?,film 2,
PHOTOGRAPHER,Harry Potter!,film 2,
PHOTOGRAPHER,"Excuse me, madam.",film 2,
LOCKHART,"Nice big smile, Harry.",film 2,
LOCKHART,"Together, you and I rate the front page.",film 2,
LOCKHART,"Ladies and gentlemen, what an extraordinary moment this is.",film 2,
LOCKHART,"When young Harry stepped into Flourish and Blotts this morning to purchase my autobiography, Magical Me…",film 2,
LOCKHART,"which, incidentally, is currently celebrating its 27th week atop the Daily Prophet bestseller list",film 2,
